time(sec), p_des[0], p_des[1], p_des[2], p_des[3], p_des[4], p_des[5], p_meas[0], p_meas[1], p_meas[2], p_meas[3], p_meas[4], p_meas[5]
14.751, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.761, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.771, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.781, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.791, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.801, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.811, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.821, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
14.831, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
14.841, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
14.851, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
14.861, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
14.871, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
14.881, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
14.891, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
14.901, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
14.911, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
14.921, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
14.931, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
14.941, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
14.951, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
14.961, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
14.971, 0, 300, 0, 0, 0, 0, 0, 292, 0, 0, 0, 0
14.981, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
14.992, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.001, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.011, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.021, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.031, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.041, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.051, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.061, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.071, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.081, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.091, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.101, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.111, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.121, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.131, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.141, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.151, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.161, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.171, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.181, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.191, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.201, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.211, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.221, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.231, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.241, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.251, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.261, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.271, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.281, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.291, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.301, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.311, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.321, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.331, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.341, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.351, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.361, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.371, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.381, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.392, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.401, 0, 300, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
15.411, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.421, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.431, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.441, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.451, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.461, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.471, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.481, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.491, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.501, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.511, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.521, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.531, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.541, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.551, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.561, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.571, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.581, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.591, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.601, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.611, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.621, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.631, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.641, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.651, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.661, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.671, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.681, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.691, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.701, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.711, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.721, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.731, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.741, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.751, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.761, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.771, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.781, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.791, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.801, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.811, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.821, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.831, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
15.841, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.851, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.861, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.871, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.881, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.891, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.901, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.911, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.921, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.932, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.941, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.951, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.961, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.971, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
15.981, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
15.991, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.001, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.011, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.021, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.031, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.041, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.051, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.062, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.071, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.081, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.091, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.101, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.111, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.121, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.131, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.141, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.151, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.161, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.171, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.181, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.191, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.201, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.211, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.221, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.231, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.241, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.251, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.261, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.271, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.281, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.291, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.301, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.311, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.321, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.332, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.341, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.351, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.361, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.371, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.381, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.391, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.401, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.411, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.421, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.431, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.441, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.451, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.461, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.471, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.481, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.491, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.502, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.511, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.521, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.531, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.541, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.551, 0, 300, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0
16.561, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.571, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.581, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.591, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.602, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.611, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.621, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.631, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.641, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.651, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.661, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.671, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.681, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.691, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.701, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.711, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.721, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.731, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.741, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.751, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.761, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.771, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.781, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.791, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.801, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
16.811, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.821, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.831, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.841, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.851, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.861, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.871, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.881, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.891, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.901, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.911, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.921, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.931, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.941, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.951, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.961, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.971, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.981, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
16.991, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.001, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.011, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.021, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.031, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.041, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.051, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.061, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.071, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.081, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.091, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.101, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.111, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.121, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.131, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.141, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.151, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.161, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.171, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.181, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.191, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.201, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.211, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.221, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.231, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.241, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.252, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.261, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.271, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.281, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.291, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.301, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.311, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.321, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.331, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.341, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.351, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.361, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.371, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.381, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.391, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.401, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.412, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.421, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.431, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.441, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.451, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.461, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.471, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.481, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.491, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.501, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.511, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.522, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.531, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.541, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.551, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.561, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.571, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.581, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.591, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.601, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.611, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.621, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.631, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.641, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.652, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.661, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.671, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.681, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.691, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.701, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.711, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.721, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.731, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.741, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.751, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.761, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
17.771, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.781, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.791, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.801, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.811, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.821, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.831, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.841, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.851, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.861, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.871, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.881, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.891, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.901, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.912, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.922, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.931, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.941, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.952, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.961, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.971, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.981, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
17.991, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.001, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.011, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.021, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.031, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.041, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.051, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.061, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.071, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.081, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.091, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.101, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.111, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.121, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.131, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.141, 0, 300, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0
18.151, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.161, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.172, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.181, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.191, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.201, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
18.211, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0
